user_id,business_id,stars
bhZ13wN_5lQrKX278AP_aw,ZcaR7xOJgzItSOJBGH-A_A,4
L_1ldS4LQxCt7cVN1tfWAQ,9mwShpTgZofOujt4JfyGmw,1
MSuyK2p8G9hEqyWf5IgnYQ,ihUWFwY0r3ApW5aZ4Aqf9Q,2
J_q8jN623uew8ZzMChXBCA,0V7lC5Xr9dVFbjXpXFbeow,4
3CxWftKJAqpsYRW0FqIWeg,l-s0rNwp_qccC2M4Phz9Yw,4
OD1zfOrexwZoxJjTowGDfw,x1EtuyQAd1NcJ-Esvtop3w,5
MzyUCQD3CtIQ0ifkYKl8iQ,jpD9ONjJfx5ishYOx9vU0Q,3
DLu1Bum8EXNE62xno-v0VA,eHTykuLzs6DiDyw7t2g6DQ,5
qaMsP2zsLnelcd4Hj60TmA,rE0-KhjcOQOWIaiybjsDZw,4
Hys6HzKi24j2809kI_7dKA,sB-Mo3bBzqUEfm7O1xV_KA,4
go2dZIDfrEBqfsGKnA4m7g,VZUbvO-m-ceuoMPRM3-NrQ,2
tH4brXlghqKn_9GbahrMTQ,mtchqm9cDlMewP8A_enSzg,5
p3MF38R3Htt3ZWyPJMTFgQ,lGJTErTf8Y72U4OLHhW65A,5
TckShYnQa0eD3WQxdoE3GQ,AJ_tIT3N1SLLmlphsc94BA,4
yfRrC6MhxpIJ4-xMcrmk5Q,Jh-8r-RwvkRs80HP_q6DYA,4
9cCTmiJ7hz35rHIdr8n9kA,C4GHQTB-G0R2Geov298GLw,5
MSuyK2p8G9hEqyWf5IgnYQ,yWVY1Bq19lDxu3BP7_96EQ,4
3CxWftKJAqpsYRW0FqIWeg,SsGNAc9U-aKPZccnaDtFkA,5
59A-ZxUMOgIl2MAnySh-Aw,y_jsnI8NUThDecWmgL_soA,4
sjSo7Bd7DHRgwWbVBOrOHw,YiGCPuFsQ7RsW9tOeNZ5Qw,5
MSuyK2p8G9hEqyWf5IgnYQ,cjD2yGRhT5yaSj_KP55Ptw,4
B5WkNWDxZ-baWoQc6DBNHA,G7Ork6dlTZ6xcmPF3gxG4w,4
-0itF0VWVBe3k2AdfUReGA,-vVQyTVHitF6TOHGijVXxQ,4
2UC3rwRm6swuNFt_GhKOhw,17Zp0inFGLaQsxMBapdh4Q,5
RWSBzkqH2-lsQDH8gVBuEw,rR_szXNwNQB-MgEoTElb8Q,3
LhgQq1x4n9ardg1PFo8vgg,cjD2yGRhT5yaSj_KP55Ptw,3
ObYBbapQShoG4zjDR1gSXw,2X5G4Ujq0s4Wfn4TC7gX0g,3
4cW3iQW6JD1C8VxYP0eyXg,l3ZH41X7rNxP2K75stSWvw,2
2UC3rwRm6swuNFt_GhKOhw,sbAkrBIVXuQG1U8e2wyhqQ,5
bhZ13wN_5lQrKX278AP_aw,b686MZPPrVhnwYhhPZQdJA,5
Zm9BUEVAA5Cxxrp0Kyq1xg,RSr7nAayztT5mBLUBMpbpg,5
o9XGClSBzCsQxbcCzTPdnQ,VJe-sf7dBY6GRGO6TcqzTA,4
kWkgwRxqWD-h260dMTkHUA,6THckpNEt8VlGpYgC_4JcQ,4
GMtILOfAHXUMrfMgLPG0gg,ihUWFwY0r3ApW5aZ4Aqf9Q,4
bhZ13wN_5lQrKX278AP_aw,qMWWQpMiMcV8jz_57cBB0w,4
2Az24juAhTJtmlqr5UWXSQ,WjLtEWGvPSIfwMZXUMHX8g,4
DSWiwtUyWK1YwY8NBKDhGg,NjWAVjMxUwOqnpOOQL71QA,5
q7MrNVt1FE23rwtWmPYWHg,sbAkrBIVXuQG1U8e2wyhqQ,4
_vS9qNQvx8wVUOIkj4qfAg,DMjGB9va_stopLPfUYJelA,4
-0itF0VWVBe3k2AdfUReGA,lKD5_XcBLzIX6QnSwobV5w,5
Vy6oxUFDSGCLmNA6GoA1tQ,ffVx7PrC2JSfOq_DTW-vZQ,4
KOrggEZ4aa7JzVIuY-Zgkw,Dra-diHsNo-c-LzOpIwY8g,4
MA713-m2wv51bww8LN2fSA,ffVx7PrC2JSfOq_DTW-vZQ,4
OD1zfOrexwZoxJjTowGDfw,93UCt9OgWYmypZCpXtUu8g,3
ZqKg4O7EXci7SR_UUS2J_g,uBW3PIKqc-_eyG1_vdJn1w,4
bSkco4ZdB7REFtDsJUVrDA,Zg5JB5GBqhmxt9W7tFKN7w,5
q7MrNVt1FE23rwtWmPYWHg,Z101WZaISochG6g7tI2ZVw,5
GnV8MNKEhHVl27bMVUuQTA,1JcoUEPkcGQtCEed-OdezQ,5
KFRC_GdFH-bXb6brxd7WvQ,rR_szXNwNQB-MgEoTElb8Q,3
0LzlRSXLhEsVSWFEvW_5yg,EpaXijMLlEXvQfM9gXDYiA,3
_vS9qNQvx8wVUOIkj4qfAg,WRWh8BiaoICpsilqI7WrNQ,4
-Gdjho_gZhgTXkYmSPy0qw,bUmnZJ1DjtDP2_qb2M62mg,3
lq1nrAfDoCXriVTCcFG6xQ,cjD2yGRhT5yaSj_KP55Ptw,4
9Ify25DK87s5_u2EhK0_Rg,n1n3o-hv5JsBkvZRtJPZKA,3
-0itF0VWVBe3k2AdfUReGA,2EEmhVhG5SCt8dEo5zf-Hg,5
p3MF38R3Htt3ZWyPJMTFgQ,6THckpNEt8VlGpYgC_4JcQ,5
RSExP0-Boucr4QyIEzZi0A,rfy_bJ5ad-gfVmMeqKtsyw,3
iTmWHtltCtk0Gm55AOxrUA,EmyOcwwNvLvtaKPcaDIBpA,5
y9Q2mHM8av_2fiqvvers-Q,h27XSUr66bI87J01FsYDpw,3
KFRC_GdFH-bXb6brxd7WvQ,egky1j0WUGf97EU4fGXLgw,2
2VqU7uoDeiE8OUL14Ce5Ig,y_jsnI8NUThDecWmgL_soA,4
H4NhdCLWClmdNFe7ej7Njg,CDuxCxTiuGXC6saLoywymQ,4
DLu1Bum8EXNE62xno-v0VA,wQ3klyJeDhIQUIZS2X5r7Q,5
e7iHB7gZbVuD-UvJVKe3cQ,OxIeMVcop5oxBUWANi-1Rw,4
7IPdr4DfB5TizGvUGZeozA,oJwy0ELke7wS6WsztypYwQ,2
-Gdjho_gZhgTXkYmSPy0qw,eZN1rBpqvr_JfDz_ovmGng,5
0vCEI3ZJF_gXgWHpcR7WtA,SsGNAc9U-aKPZccnaDtFkA,5
sS2sSWqZMnQMRoWx-Mdzgg,Ts4xsKPU7FNPPZRj-nRjIg,3
2VqU7uoDeiE8OUL14Ce5Ig,5IbZ0LjSydLAfB9NOyYOIQ,4
0P58MD0FRVI6pTVKUpd7YA,xk0Xss6LmF2Pxks0K2jrhQ,5
csNALHN2BVA7hVgC9ge-VQ,l-s0rNwp_qccC2M4Phz9Yw,5
D1G8W0SgCbsKTv7cAqKcNg,WTSOPGECPOmq-PUxNiHptQ,4
u2F_wCshIRLCKO0Un2R3ow,escSqSs7Gma9mu0CXkQIiA,5
6VEID9yjoYWFZkUcP_GNBg,waeCYkwULm9GKhFFkO3WdA,4
E62SZVU_FsbCYaVnMRs4TA,0QkkNagJaWllynycTF-fRQ,4
GMtILOfAHXUMrfMgLPG0gg,YOMMA4fsL4_SaPaPyA7sFg,2
q4_kY8bBeigYPVS0Ak7QGg,Nui7Cnhrhrm4Ar2rcSHbIA,4
kWkgwRxqWD-h260dMTkHUA,0V7lC5Xr9dVFbjXpXFbeow,4
4tzuxIVry4xkOR9vbpgjrw,nsZrRPXIfEm2Gyd3nZRyXA,4
clgaCFcZ0-JnM7V9DGbOlg,w7VSMULJ9GtRi3CBRxoJtg,1
KSS6v5fcZNoelu4eEZCFcw,NYwMTKUPCojSbzAucMCc1Q,4
iSJLdur495--oPDE0b1Vpw,yMAJeQulLvOov-5gg2nM9A,5
KOrggEZ4aa7JzVIuY-Zgkw,RSr7nAayztT5mBLUBMpbpg,4
RSExP0-Boucr4QyIEzZi0A,h27XSUr66bI87J01FsYDpw,4
q4_kY8bBeigYPVS0Ak7QGg,sF8rL9XOz4v48YdTucaBGQ,5
KFRC_GdFH-bXb6brxd7WvQ,r8jeeS3k_diihMDSu9IjlA,5
suRGJir2NmSZVnixdIN22Q,-a22bjfNCVL0gvKpd6RakA,4
jd5yWDLRt5NnwTZdPRAnuQ,xgK6AAhJ-cYBUCSaLzgTuw,3
p9OvcIakpDoDXl0Lez5CJQ,feQYxrwOTfUioQmiY_USew,4
nEYPahVwXGD2Pjvgkm7QqQ,Cy9XgM3ZG2jZ1ganvolb6Q,5
iTmWHtltCtk0Gm55AOxrUA,1vK7gWQ_b5ehAyOidOsYtg,4
9OZH1Ecw-qUkCW5MS0NefA,d3ni6cKglu4L3JeveOqQDQ,3
FP79xn8H2XXnMksRuP5l6A,H75yc2Vp7d8wuAe339DpOA,4
5_GNc6DHiOOSH47ZjmOG_Q,0ayh3LxJwSbJEOlBCx9APA,4
Vy6oxUFDSGCLmNA6GoA1tQ,rPwuIBv_mz1O_yI5R-VJ7Q,4
Q6PGJ1UylVz9bby8wQqEPg,wfCLz9-aeShbPB7CaTY-qQ,3
gtJJBaQwTwE45NnNF0coVA,2X5G4Ujq0s4Wfn4TC7gX0g,4
ylIgegaQaJOjL4_lH2EkFA,rE0-KhjcOQOWIaiybjsDZw,5
H4NhdCLWClmdNFe7ej7Njg,l3ZH41X7rNxP2K75stSWvw,4
fFoRIzbwpMiv3BvfdtdlXQ,nVyL22lcEZoUNoAMgfKOyQ,5
RWSBzkqH2-lsQDH8gVBuEw,YeiH-kbGrwmIJlauSP_-dA,3
Iseb_IvqOEfY_p1m9OwTrw,xvGD0kqem6jJnbMs8_W4Uw,5
7ffOjgAG5au2IyZGLajsmg,H18C9tH4BPHkxan96bkMXQ,4
UFr-WCtnNbX8O3sI7h4qeQ,U3FZfxY-g6SgQf5ZT6oU0Q,5
go2dZIDfrEBqfsGKnA4m7g,1vK7gWQ_b5ehAyOidOsYtg,4
7ffOjgAG5au2IyZGLajsmg,d6odLgrAgupvZg1s8J4lNA,4
TckShYnQa0eD3WQxdoE3GQ,xgK6AAhJ-cYBUCSaLzgTuw,3
DJEMTgcPO5O6qQA1eWNLSw,-Mh44q324VW8mpxIdH_HPw,3
WzaaorVCmUTQvu4mScunNg,14gY1iJ-KRnERxHj4ONasA,5
hru2IDwSyN61sgWPtJw_hA,mtchqm9cDlMewP8A_enSzg,4
UFr-WCtnNbX8O3sI7h4qeQ,SsGNAc9U-aKPZccnaDtFkA,5
MzyUCQD3CtIQ0ifkYKl8iQ,kc5gJPisT5L5z8lLa9FV9A,5
go2dZIDfrEBqfsGKnA4m7g,ffVx7PrC2JSfOq_DTW-vZQ,2
bmy45XLtOomcc_EvC-lXRQ,x2ZMAyneUiBD6Sml0Fv2Xw,4
p3MF38R3Htt3ZWyPJMTFgQ,PrIU_mB8vhcIfQj5T1XBfg,4
9OZH1Ecw-qUkCW5MS0NefA,b6H3J8zWmFhzHiqSIpymvA,5
r_96n9O0jNzbNCZDkSB0EQ,l3ZH41X7rNxP2K75stSWvw,2
E62SZVU_FsbCYaVnMRs4TA,qMWWQpMiMcV8jz_57cBB0w,5
UZhNbC4E31-Hjx7SVA3hdw,Q9BXMPu2HnRDMq9X_2rHrQ,2
4cW3iQW6JD1C8VxYP0eyXg,wlS-0nxpHQaFqv_iZ01fvw,4
JsKvjx4Qiwvof8RV3luTrw,2Igiyhi82R8_QaaPplRmCw,5
WMTm9HHRA3EewoxTX1Gleg,bwu0cUZfksuu-uzTPrrl2A,4
MA713-m2wv51bww8LN2fSA,Xk8Nd2X5nf13DunyEg-MGQ,3
clgaCFcZ0-JnM7V9DGbOlg,kP0jBPlZBok4jiAq4vyFkw,4
x1tqIO9G1RX3qd6Y4TsHXg,x8GTTMIAtUJ5EsIMnsOacQ,5
GMtILOfAHXUMrfMgLPG0gg,JId49VgiWOS30qK7tn3JXw,3
9cCTmiJ7hz35rHIdr8n9kA,81z_FvKvJ7YFfuP8WN7RnQ,4
bhZ13wN_5lQrKX278AP_aw,CiG5CvHxYQl5DZ704a4viA,4
go2dZIDfrEBqfsGKnA4m7g,dxCqGkhtXq-9fYEsX7Mf6Q,5
0vCEI3ZJF_gXgWHpcR7WtA,H75yc2Vp7d8wuAe339DpOA,4
L6y73vaWaSvqYUKq6Rsr2w,8zdeaK3PWDsr5Kq4UOuNSw,4
x1tqIO9G1RX3qd6Y4TsHXg,cTrEkyZXz4gBDOdN8vsRlQ,5
GMtILOfAHXUMrfMgLPG0gg,xk0Xss6LmF2Pxks0K2jrhQ,5
JLS56V5lhErpFUjZ8N8VrA,fI4vZhMLxuyoY6Q7BzVcLQ,5
Or7fUkuJtQCwt4MRWF7pQg,dGpmXpNSvVSnfB65UwfDtQ,5
wCJbSEmMeZ0mAnJRQEyfCQ,93UCt9OgWYmypZCpXtUu8g,4
Or7fUkuJtQCwt4MRWF7pQg,9oeMdTVt0VeI-enjBpKBiQ,4
57tPrvg7i2R3QjsxTiY-Xg,wHi8ODv7TGmeUB02XoX-mA,2
Q3fFv_ft17OyV-NRF1iQxw,ufIN_oA285Zivd-4szJKxQ,2
iTmWHtltCtk0Gm55AOxrUA,-KQ283hJkBO12u8XOrlCcQ,3
hEk0VssowoyeEF2R0ZB-7w,niW0ggRVPW5fafcfImdK7w,5
RWSBzkqH2-lsQDH8gVBuEw,AJ_tIT3N1SLLmlphsc94BA,3
fFoRIzbwpMiv3BvfdtdlXQ,FtjvnLhh51ZBYEpKAARaFQ,3
jfvv8uvdSJYa5NWEAloxpQ,X7844DdJO4y2oVbcpxD-NA,5
9HCfCmd0t5GErgm7He6AeQ,mtchqm9cDlMewP8A_enSzg,4
hru2IDwSyN61sgWPtJw_hA,vGqquKUhtzw3hosrYfxf4A,2
6QhWTugzBJ3cdv2N4WZcSA,G9It4s0uCD11WXEbqBpWmA,5
6QhWTugzBJ3cdv2N4WZcSA,gu9qDUz44-8H1vdq_MQymQ,2
JEvkfVPf_DuhX-ntE5L6bQ,9SPwF-vRgtuHxciFxv5YLA,5
9Ify25DK87s5_u2EhK0_Rg,fY5s3NUnJTYJOHQeRPYNFQ,4
D1G8W0SgCbsKTv7cAqKcNg,mGoHakt3WsXA-dVC-9g33g,3
-la6YVHqiwf2fR8o617mBQ,EmyOcwwNvLvtaKPcaDIBpA,4
4tzuxIVry4xkOR9vbpgjrw,ihUWFwY0r3ApW5aZ4Aqf9Q,4
KR7R5PrrbMsLMsNcntHvAA,KtJfS8l8X_ZtoTOHr4sQ9g,5
tn0EqWiKmv_wogIQvarX4A,lgRLyicXByG1-W0QdsTopw,5
9OZH1Ecw-qUkCW5MS0NefA,CiG5CvHxYQl5DZ704a4viA,3
J_q8jN623uew8ZzMChXBCA,rE0-KhjcOQOWIaiybjsDZw,5
SlKJNLm1SQdgaaKtqD--1w,vcZWlI0eHiGwlUfP-5Ov8Q,4
RSExP0-Boucr4QyIEzZi0A,U3FZfxY-g6SgQf5ZT6oU0Q,3
0vCEI3ZJF_gXgWHpcR7WtA,feQYxrwOTfUioQmiY_USew,3
5_GNc6DHiOOSH47ZjmOG_Q,CiG5CvHxYQl5DZ704a4viA,3
jd5yWDLRt5NnwTZdPRAnuQ,p1Wb4mEH04qrUMfmPepFzw,4
5wTVzr3SyZzpiu-U_Yim6A,PxP19Rb88OQKiSMl2oWNsg,3
q7MrNVt1FE23rwtWmPYWHg,nBl_NeArpL08MpoghDiA_A,5
0LzlRSXLhEsVSWFEvW_5yg,Z-BI5HJmC2HcpiVuXwVM3A,3
nEYPahVwXGD2Pjvgkm7QqQ,r9rub_ajcb-3yYsYYD5apw,4
59A-ZxUMOgIl2MAnySh-Aw,JiWGjXYrq4ehNeRhKSZqcw,3
UFr-WCtnNbX8O3sI7h4qeQ,vvPzcOhbQn5fLQUAIxcP6A,4
3CxWftKJAqpsYRW0FqIWeg,2SwC8wqpZC4B9iFVTgYT9A,5
hYaLWF-gCxMMsTEMTMw-sQ,9S1I9r0JXTaaQ7yb30rP2g,5
KOrggEZ4aa7JzVIuY-Zgkw,WWlNzfSllSQhr4whj0W_ng,5
D1G8W0SgCbsKTv7cAqKcNg,7ZwHZq29K5mXyH5tqyPJ5w,3
9OZH1Ecw-qUkCW5MS0NefA,mGoHakt3WsXA-dVC-9g33g,4
l5SH2Wkxl-g8wRSDrJnC2Q,ZL6DNzyenFm9Kpz6uADlNg,5
DLu1Bum8EXNE62xno-v0VA,JuaQPvvWdbJ1B1Tn0jIt1w,3
qaMsP2zsLnelcd4Hj60TmA,WcfPijF960O8DtSqoLIbcw,1
3CxWftKJAqpsYRW0FqIWeg,QBdX_ziDIyshttyAxDnskw,3
RSExP0-Boucr4QyIEzZi0A,-Nanlb7SYXObqQ6dZ49UOg,3
cMlY-nsvj9DCrv_lLVp5Fg,nztzwmQUoE8nXSIqzfzGDA,4
5_GNc6DHiOOSH47ZjmOG_Q,FAKevEJKD1D1Nccy6vccgA,4
gtJJBaQwTwE45NnNF0coVA,gr6AoBJ5MEkZynXP_MHs1w,4
SlKJNLm1SQdgaaKtqD--1w,YiGCPuFsQ7RsW9tOeNZ5Qw,3
qbzoEU-SPiGrmO41giYrcQ,Nsj_sFtGulFjztuvU4I4eg,2
ukrBUZXE5K1J57FI7ve_RQ,3WgM6mvYrPDxGJ5fADSkUw,4
o9XGClSBzCsQxbcCzTPdnQ,UXlGymo9AduQcq-Q-H16og,4
UnGPr6ZnGe9YOSZRopnS5g,nsZrRPXIfEm2Gyd3nZRyXA,3
Zm9BUEVAA5Cxxrp0Kyq1xg,Nui7Cnhrhrm4Ar2rcSHbIA,3
Vy6oxUFDSGCLmNA6GoA1tQ,YbzUYOY_ZIYTWGNw8sbgHw,4
11Ydte1VfE85UHK24d4QRQ,oN552ZjtfJWV7CMtftGrfA,5
_7Lg8iTWpFc0O7PEA8FmbQ,A61mX9Ed_txnw-S9idIdZg,4
IqjFenVF7ofLICCug9DfgA,gNiqOjhVCcGTniZWDBTYtA,4
njgEC3foXamFUQxsTBeY5A,nztzwmQUoE8nXSIqzfzGDA,4
WzaaorVCmUTQvu4mScunNg,ehmtix6CHtneuYXzbrSwYw,4
OD1zfOrexwZoxJjTowGDfw,Gdrw2h0ivQi2UVXpTiLbqA,4
UD7Y1CqfY6mDmRwIuCf6nA,H18C9tH4BPHkxan96bkMXQ,4
9OZH1Ecw-qUkCW5MS0NefA,079g3KpS_7j_Zw53JmD9Vg,3
2Az24juAhTJtmlqr5UWXSQ,SxWpUJPBKpDwnt8DbVgVwQ,5
0P58MD0FRVI6pTVKUpd7YA,rfy_bJ5ad-gfVmMeqKtsyw,3
FyCBkNXwoI_6X6apbslg4g,JiWGjXYrq4ehNeRhKSZqcw,3
bvu13GyOUwhEjPum2xjiqQ,vvPzcOhbQn5fLQUAIxcP6A,3
6VEID9yjoYWFZkUcP_GNBg,nukg1Rk89Y2slg5n8r7hOQ,4
jfvv8uvdSJYa5NWEAloxpQ,Q9BXMPu2HnRDMq9X_2rHrQ,4
bEyGMTOF8gcAwjNz_qXv-w,CZuTec4z5_WAFUwalQRhqA,3
0LzlRSXLhEsVSWFEvW_5yg,9oImwXLAn-DFppBrfbmkLg,3
bvu13GyOUwhEjPum2xjiqQ,mKEUpLDkL_SZvjI5Hc9gpw,3
6QhWTugzBJ3cdv2N4WZcSA,Tfysaq2SdZAc5_TyPpuyLA,3
GMtILOfAHXUMrfMgLPG0gg,DQf154I5lrbJ_d_pSkiGJg,3
DSWiwtUyWK1YwY8NBKDhGg,YeiH-kbGrwmIJlauSP_-dA,2
bSkco4ZdB7REFtDsJUVrDA,aACX0qwz9gCm3ieEaQhyXg,4
sS2sSWqZMnQMRoWx-Mdzgg,UK51LgJRJ8_LUQQPZ5zfxw,4
jaDTgMqh4DzoLJrMrW3JcA,cjD2yGRhT5yaSj_KP55Ptw,2
Pc2ezRRHcXUXWXmZutQPeg,WWbPM20A8agePy7-X_6AlA,2
fVnY5R9Wx8nhER6iWhcrsA,8zdeaK3PWDsr5Kq4UOuNSw,1
bSkco4ZdB7REFtDsJUVrDA,Hjo5B_MgC5iK-Onf7EJyhA,5
UFr-WCtnNbX8O3sI7h4qeQ,A38wziZJdYoijhC5S6uWCQ,3
UFr-WCtnNbX8O3sI7h4qeQ,KtJfS8l8X_ZtoTOHr4sQ9g,5
RPJGvMZnlsQpk0l_QOK_FA,wIsoQXDI4X6elYxTvkD_Rw,5
RDtp7XSLcvBt3AbOxjtYaA,C4GHQTB-G0R2Geov298GLw,4
7ffOjgAG5au2IyZGLajsmg,wlS-0nxpHQaFqv_iZ01fvw,4
4tzuxIVry4xkOR9vbpgjrw,lqvE9OXtOdtbB_m55U5kGg,4
9OZH1Ecw-qUkCW5MS0NefA,v7e-GIGgEIFANhHsywlhrw,4
9OZH1Ecw-qUkCW5MS0NefA,LMD-f6FMz8lF8QeSlie5kQ,5
0vCEI3ZJF_gXgWHpcR7WtA,niW0ggRVPW5fafcfImdK7w,5
bmy45XLtOomcc_EvC-lXRQ,kGhwcN6hgxeJEZtNrKJnpg,3
59A-ZxUMOgIl2MAnySh-Aw,5japW20yvS1tomuvliRbcA,3
57tPrvg7i2R3QjsxTiY-Xg,y_jsnI8NUThDecWmgL_soA,3
Yvn7DHj7o7sSCH2rNH74Mw,PLPeY0cYisJXXUFyEfRzlg,3
qbzoEU-SPiGrmO41giYrcQ,wlS-0nxpHQaFqv_iZ01fvw,1
FP79xn8H2XXnMksRuP5l6A,RSr7nAayztT5mBLUBMpbpg,4
nEYPahVwXGD2Pjvgkm7QqQ,AwQwf4mbaJfE4F5Tk2KQRg,4
l5SH2Wkxl-g8wRSDrJnC2Q,bUmnZJ1DjtDP2_qb2M62mg,3
ulik60Aw4MMl3fKi78B_fg,--UE_y6auTgq3FXlvUMkbw,4
hkbwjnY42LDloMV84Yoy5g,rR_szXNwNQB-MgEoTElb8Q,3
-Gdjho_gZhgTXkYmSPy0qw,m_9QMfvVYFKsxPjlkCvZqA,3
TckShYnQa0eD3WQxdoE3GQ,bwu0cUZfksuu-uzTPrrl2A,3
63Pop3d15pTuHZ7qoex46w,Jo2Oodau9nuha0hLdc_zAA,4
bhZ13wN_5lQrKX278AP_aw,dGpmXpNSvVSnfB65UwfDtQ,2
9OZH1Ecw-qUkCW5MS0NefA,aACX0qwz9gCm3ieEaQhyXg,3
gtJJBaQwTwE45NnNF0coVA,buVALudg30kgkDusqB3yJw,4
KOrggEZ4aa7JzVIuY-Zgkw,lGJTErTf8Y72U4OLHhW65A,4
UnGPr6ZnGe9YOSZRopnS5g,G9It4s0uCD11WXEbqBpWmA,1
UnGPr6ZnGe9YOSZRopnS5g,mGoHakt3WsXA-dVC-9g33g,1
njgEC3foXamFUQxsTBeY5A,1uPTCXmcAVujpLs1ieLUzg,3
TckShYnQa0eD3WQxdoE3GQ,vvPzcOhbQn5fLQUAIxcP6A,4
L_1ldS4LQxCt7cVN1tfWAQ,AuQD43d9bgvxbFVZiwC0ig,3
UnGPr6ZnGe9YOSZRopnS5g,NjWAVjMxUwOqnpOOQL71QA,5
-la6YVHqiwf2fR8o617mBQ,x8GTTMIAtUJ5EsIMnsOacQ,3
9OZH1Ecw-qUkCW5MS0NefA,rOnzM0LHB-tR9Xb9IDoF5g,3
_vS9qNQvx8wVUOIkj4qfAg,ifVVRWX3oEe2tPAcBLPrRw,4
tn0EqWiKmv_wogIQvarX4A,h27XSUr66bI87J01FsYDpw,4
SDlLqXn4IEtMzNwt9sV98w,Gdrw2h0ivQi2UVXpTiLbqA,2
0xIQG-NrqMx5id6yJpQp8Q,C4GHQTB-G0R2Geov298GLw,5
5_GNc6DHiOOSH47ZjmOG_Q,Jo2Oodau9nuha0hLdc_zAA,5
GMtILOfAHXUMrfMgLPG0gg,rcCGdKxMPJk4lCzZZ1i_bA,5
jaDTgMqh4DzoLJrMrW3JcA,diAEN3I9fXcZgNFpA5vz4g,5
DJEMTgcPO5O6qQA1eWNLSw,OxIeMVcop5oxBUWANi-1Rw,3
JsKvjx4Qiwvof8RV3luTrw,WTSOPGECPOmq-PUxNiHptQ,4
WzaaorVCmUTQvu4mScunNg,14JrDlEb7SMK_ZHrS80lFA,4
UD7Y1CqfY6mDmRwIuCf6nA,7XXmky6YYjsvKFwho_eavg,5
9OZH1Ecw-qUkCW5MS0NefA,kj3qws3WSMgOotUeACSdFA,4
qkVi1ego30vr8P4UWi1tHg,HHYSvEjbhYAFghUsC66QEw,4
scIDar9VGDMcTOHbem37pg,v6HiAVLwKiXZ9Yqvd4ubNg,4
9Ify25DK87s5_u2EhK0_Rg,diVJtnXItoMymDfJkSAV1w,4
-Gdjho_gZhgTXkYmSPy0qw,dHDi4wCcjsOR6vcZ8oOIoA,3
WzaaorVCmUTQvu4mScunNg,m0R4GViXeLOWuOlzoCv3OQ,4
9OZH1Ecw-qUkCW5MS0NefA,bwu0cUZfksuu-uzTPrrl2A,3
bhZ13wN_5lQrKX278AP_aw,ihUWFwY0r3ApW5aZ4Aqf9Q,4
scIDar9VGDMcTOHbem37pg,5reb2cEaziuyHOpnbh1XtA,3
iTmWHtltCtk0Gm55AOxrUA,8Zoej25Y9-yEyuiL7-Ax7A,4
MSuyK2p8G9hEqyWf5IgnYQ,W3UMlRDOn9Tzd3kfYlHX3g,4
gtJJBaQwTwE45NnNF0coVA,wc6MUrDdAtQLqKUDn4F0ew,4
KOrggEZ4aa7JzVIuY-Zgkw,LMD-f6FMz8lF8QeSlie5kQ,5
q4_kY8bBeigYPVS0Ak7QGg,CnKQgNyBmIvTE7zfegmV7Q,3
D1G8W0SgCbsKTv7cAqKcNg,rXb8s7TOx2-uWxzACEXcpg,3
hkbwjnY42LDloMV84Yoy5g,VLXFrRkD7g2eLjloFQcKfg,4
JLS56V5lhErpFUjZ8N8VrA,fI4vZhMLxuyoY6Q7BzVcLQ,4
bvu13GyOUwhEjPum2xjiqQ,nvXm5PONfiVm-X8eI1kvJg,1
nEYPahVwXGD2Pjvgkm7QqQ,WTSOPGECPOmq-PUxNiHptQ,4
yfRrC6MhxpIJ4-xMcrmk5Q,v3MGJBF1Mc61KwgqiIY-uA,4
9OZH1Ecw-qUkCW5MS0NefA,Dq6g0ubf267tWRU4BSk44A,1
4tzuxIVry4xkOR9vbpgjrw,2X5G4Ujq0s4Wfn4TC7gX0g,3
F5WW6egmmUrIWRI_ZNpbEA,egky1j0WUGf97EU4fGXLgw,2
kWkgwRxqWD-h260dMTkHUA,-XN4Oi0UCBK7rE3MsSXdqw,4
D1G8W0SgCbsKTv7cAqKcNg,A61mX9Ed_txnw-S9idIdZg,4
qbzoEU-SPiGrmO41giYrcQ,wlS-0nxpHQaFqv_iZ01fvw,5
jaDTgMqh4DzoLJrMrW3JcA,mGoHakt3WsXA-dVC-9g33g,5
hEk0VssowoyeEF2R0ZB-7w,TJo0LRUmc9Y1J05dM6fqiw,4
q7MrNVt1FE23rwtWmPYWHg,mPlWLIA4pkHMRtlQDm6UyQ,3
lAqoz5QTFxp3GDfpq0McRQ,-b9ZUSmcsGxutDSW1DIbdA,4
9OZH1Ecw-qUkCW5MS0NefA,sB-Mo3bBzqUEfm7O1xV_KA,3
njgEC3foXamFUQxsTBeY5A,b686MZPPrVhnwYhhPZQdJA,4
0xIQG-NrqMx5id6yJpQp8Q,dxCqGkhtXq-9fYEsX7Mf6Q,3
K1oHkXNn1ZRmdnSN5AFsGw,rPwuIBv_mz1O_yI5R-VJ7Q,3
qvafrUlgfjm6kc8Zk5R8jQ,diAEN3I9fXcZgNFpA5vz4g,3
tn0EqWiKmv_wogIQvarX4A,8zdeaK3PWDsr5Kq4UOuNSw,5
hkbwjnY42LDloMV84Yoy5g,q95WN1MTI-PFM_NVEfHhyA,3
RSExP0-Boucr4QyIEzZi0A,83_p9vIqOq1TUIf3_GD7bA,4
tAKjY3bQXH51msJbOHYPmQ,oJwy0ELke7wS6WsztypYwQ,4
